category,name,quantity,price,date
vegetables,Peeled Onion - چھلا ہوا پیاز,500 gm,Rs. 76,2023-10-11
vegetables,Onion ( Bachat Pack),3 kg,Rs. 404,2023-10-11
vegetables,Potato (Bachat Pack),3 kg,Rs. 334,2023-10-11
vegetables,Onion - پیاز,1 kg,Rs. 144,2023-10-11
vegetables,Potato - (new),1 kg,Rs. 115,2023-10-11
vegetables,Tomato (ٹماٹر),1 kg,Rs. 158,2023-10-11
vegetables,Ginger - ادرک,250 gm,Rs. 410,2023-10-11
vegetables,Garlic لہسن,250 gm,Rs. 160,2023-10-11
vegetables,Desi Green Chilli - سبز مرچ,250 gm,Rs. 48,2023-10-11
vegetables,Green Chilli Farmi - سبز مرچ,250 gm,Rs. 48,2023-10-11
vegetables,Carrot - گاجر,500 gm,Rs. 109,2023-10-11
vegetables,Cucumber - کھیرا,500 gm,Rs. 43,2023-10-11
vegetables,Cabbage - بند گوبھی,1500 gm,Rs. 260,2023-10-11
vegetables,Radish white- مولی سفید۔,1 kg,Rs. 113,2023-10-11
vegetables,Beetroot - چقندر,500 gm,Rs. 99,2023-10-11
vegetables,China Lemon (لیموں),250 gm,Rs. 47,2023-10-11
vegetables,Iceberg Lettuce (آئس برگ لیٹش),800 gm,Rs. 341,2023-10-11
vegetables,Broccoli - بروکلی,500 gm,Rs. 540,2023-10-11
vegetables,Capsicum - شملہ مرچ,500 gm,Rs. 207,2023-10-11
vegetables,Spinach - پالک,1 kg,Rs. 85,2023-10-11
vegetables,Mint - پودینہ,1 bunch,Rs. 20,2023-10-11
vegetables,Coriander - دھنیا,1 bunch,Rs. 45,2023-10-11
vegetables,Lettuce Leaves - سلاد پتّہ,1 bunch,Rs. 37,2023-10-11
vegetables,Fenugreek - میتھی,1 kg,Rs. 280,2023-10-11
vegetables,Green onion - ہری پیاز,250 gm,Rs. 105,2023-10-11
vegetables,Saag - ساگ,1 kg,Rs. 98,2023-10-11
vegetables,Chinese Carrot- گاجر,500 gm,Rs. 130,2023-10-11
vegetables,Peas - مٹر,500 gm,Rs. 313,2023-10-11
vegetables,Cauliflower - پھول گوبھی,1500 gm,Rs. 355,2023-10-11
vegetables,Turnip - شلجم,1 kg,Rs. 184,2023-10-11
fruits,Apple kala kullu (سیب کالا کلو),1 kg,Rs. 375,2023-10-11
fruits,Apple Shin Kulu (سیب شن کولو),1 kg,Rs. 240,2023-10-11
fruits,Banana - کیلا,500 gm,Rs. 70,2023-10-11
fruits,Musammi - مسمی,1 kg,Rs. 98,2023-10-11
fruits,Grapefruit - چکوترا,1 unit,Rs. 101,2023-10-11
fruits,Grapes Sunderkhani 500gm انگور سنررخانی,500 gm,Rs. 225,2023-10-11
fruits,Grapes Tofi,500 gm,Rs. 180,2023-10-11
fruits,Guava-امرود,1 kg,Rs. 215,2023-10-11
fruits,Coconut (ناریل) per piece,1 unit,Rs. 415,2023-10-11
fruits,Kiwi (کیوی) (Approx. 480 G to 510 G),500 gm,Rs. 370,2023-10-11
fruits,Papaya - پپیتہ (unit 500gm and above),1 unit,Rs. 246,2023-10-11
fruits,Pomegranate Badanaسفید انار,1200 gm,Rs. 670,2023-10-11
fruits,Pomegranate Kandhari (انار قندھاری),1500 gm,Rs. 510,2023-10-11
fruits,Apple Gacha -(گچا سیب),1 kg,Rs. 335,2023-10-11
fruits,Melon ( Garma ) 1.5 to 2 kg Approx.,1 unit,Rs. 340,2023-10-11
fruits,Sweet Lime (میٹھا),1 kg,Rs. 135,2023-10-11
fruits,Persimmon 500GM (جاپانی پھل),500 gm,Rs. 130,2023-10-11
fruits,Grapes Gola 500gm انگور گولہ,500 gm,Rs. 180,2023-10-11
fruits,Tamarind - املی(Box 250GM),1 unit,Rs. 620,2023-10-11
fruits,Coconut - سبز ناریل,1 unit,Rs. 530,2023-10-11
english-vegetables-herbs,Celery - Heirloom farms,200 gm,Rs. 300,2023-10-11
english-vegetables-herbs,Mix salad leaves - Heirloom farms,150 gm,Rs. 400,2023-10-11
english-vegetables-herbs,Basil (Mix Leaves) - Heirloom farms,50 gm,Rs. 250,2023-10-11
english-vegetables-herbs,White onion - Heirloom farms,500 gm,Rs. 350,2023-10-11
english-vegetables-herbs,Curly Parsley - Heirloom farms,50 gm,Rs. 300,2023-10-11
english-vegetables-herbs,Rocket leaves - Heirloom farms,50 gm,Rs. 300,2023-10-11
english-vegetables-herbs,Broccoli sprouts - Heirloom farms,20 gm,Rs. 400,2023-10-11
eggs,SB Eggs Super,12 piece,Rs. 375,2023-10-11
eggs,SB Super Eggs,6 piece,Rs. 188,2023-10-11
eggs,Classic Eggs Farm Fresh,12 piece,Rs. 365,2023-10-11
breads,Fruitamins Bread Crumb,200 gm,Rs. 172,2023-10-11
breads,Fruitamins Bread Crumb,500 gm,Rs. 318,2023-10-11
breads,Tordan Bread Crumbs,1 kg,Rs. 799,2023-10-11
breads,Bunny's Bread Crumbs,200 gm,Rs. 140,2023-10-11
breads,Bunnys Bran Bread Small,Per Unit,Rs. 165,2023-10-11
breads,Dawn Bran Bread 340g,340 gm,Rs. 160,2023-10-11
breads,Dawn Bread Crumbs 1kg,1000 gm,Rs. 400,2023-10-11
breads,Dawn Bread Crumbs 200g,200 gm,Rs. 140,2023-10-11
breads,Dawn Bread Plain Large 725g,1 unit,Rs. 230,2023-10-11
breads,Dawn Multigrain Bread 340g,340 gm,Rs. 160,2023-10-11
breads,Dawn Sandwich Bread 1kg,1000 gm,Rs. 260,2023-10-11
breads,Dawn Whole Wheat Bread 340g,340 gm,Rs. 150,2023-10-11
buns,Bunnys Fruit Bun,85 gm,Rs. 50,2023-10-11
buns,Dawn Burger Bun (4 Pieces),4 unit,Rs. 120,2023-10-11
cereals-and-oats,Funchies Mingals Corn Flakes,125 gm,Rs. 189,2023-10-11
cereals-and-oats,ALBA CEREO,250 gm,Rs. 808,2023-10-11
cereals-and-oats,Alba Koco Crunch,250 gm,Rs. 630,2023-10-11
cereals-and-oats,Alba Koco Pops,250 gm,Rs. 630,2023-10-11
cereals-and-oats,Vigoz Chuckling Choko Krispy,75 unit,Rs. 250,2023-10-11
cereals-and-oats,Funchies Mingals Corn Flakes,20 gm,Rs. 35,2023-10-11
cereals-and-oats,Funchies Mingals Corn Flakes (Free Color Pencils),330 gm,Rs. 485,2023-10-11
cereals-and-oats,Funchies Mingalz Choclate Bites,125 gm,Rs. 190,2023-10-11
cereals-and-oats,Funchies Mingalz Choco Balls,125 gm,Rs. 259,2023-10-11
cereals-and-oats,Funchies Mingalz Choco Bites,20 gm,Rs. 30,2023-10-11
cereals-and-oats,Funchies Mingalz Choco Balls,330 gm,Rs. 490,2023-10-11
cereals-and-oats,Mingalz Choco balls,20 gm,Rs. 30,2023-10-11
cereals-and-oats,Mingalz Choco bites,20 gm,Rs. 30,2023-10-11
cereals-and-oats,Mingalz Chocolate Filled Crunch,20 gm,Rs. 30,2023-10-11
cereals-and-oats,Torto Magic Tiger Chocolate Balls Creal,250 gm,Rs. 480,2023-10-11
cereals-and-oats,Fauji Bran Flakes,250 gm,Rs. 700,2023-10-11
cereals-and-oats,Fauji Choco Cups,250 gm,Rs. 680,2023-10-11
cereals-and-oats,Fauji Choco Rings,250 gm,Rs. 680,2023-10-11
cereals-and-oats,Fauji Choco Stars,250 gm,Rs. 680,2023-10-11
cereals-and-oats,Fauji Corn Flakes,150 gm,Rs. 299,2023-10-11
cereals-and-oats,Fauji Corn Flakes,250 gm,Rs. 490,2023-10-11
cereals-and-oats,Fauji Corn Flakes,500 gm,Rs. 790,2023-10-11
cereals-and-oats,Fauji Frootooz Fruit Ringlets,250 gm,Rs. 730,2023-10-11
cereals-and-oats,Nestle Koko Krunch,150 gm,Rs. 720,2023-10-11
cereals-and-oats,Nestle KoKo Krunch,300 gm,Rs. 1299,2023-10-11
cereals-and-oats,Alba Corn Flakes Original,250 gm,Rs. 650,2023-10-11
cereals-and-oats,Alba Koco Balls,250 gm,Rs. 715,2023-10-11
oats-porridge,Fauji Barley Porridge,175 gm,Rs. 215,2023-10-11
oats-porridge,Fauji Muesli Nuts Fruits & Flakes,250 gm,Rs. 785,2023-10-11
oats-porridge,Fauji Wheat Porridge,250 gm,Rs. 230,2023-10-11
oats-porridge,NATURE'S OWN ROLLED OATS (BOX),250 gm,Rs. 385,2023-10-11
oats-porridge,NATURE'S OWN ROLLED OATS (BOX),400 gm,Rs. 625,2023-10-11
oats-porridge,Natures Own White Oats,400 gm,Rs. 620,2023-10-11
oats-porridge,Natures Own White Oats,200 gm,Rs. 210,2023-10-11
cake-and-rusk,Peek Freans Cake UP Golden Caramel Box,1 unit,Rs. 360,2023-10-11
cake-and-rusk,Peek Freans Gluco Teddy FIlling Cake Box,1 unit,Rs. 320,2023-10-11
cake-and-rusk,Peek Freans Triple Chocolate Cupcake Box,1 unit,Rs. 210,2023-10-11
cake-and-rusk,Bunny&Fruit Cake Small,100 gm,Rs. 105,2023-10-11
cake-and-rusk,Bunnys Fruit Cake Large,175gm,Rs. 180,2023-10-11
cake-and-rusk,Bunnys Plain Queen Cake Box,1 unit,Rs. 185,2023-10-11
cake-and-rusk,Dawn Bread Muffins Mango,1 unit,Rs. 240,2023-10-11
cake-and-rusk,Dawn Bread Muffins Orange,1 unit,Rs. 175,2023-10-11
cake-and-rusk,Dawn Bread Muffins Strawberry,1 unit,Rs. 240,2023-10-11
cake-and-rusk,Dawn Cake Way Fruit Cake 100g,"Small , 100 ± 5 gm",Rs. 90,2023-10-11
cake-and-rusk,Dawn Cake Way Fruit Cake 200g,"Large , 200 ± 10 gm",Rs. 170,2023-10-11
cake-and-rusk,Dawn cake way vanilla cake slices,6 packs,Rs. 185,2023-10-11
cake-and-rusk,Dawn Cakeway Plain Cake 100g,"Small , 100 ± 5 gm",Rs. 90,2023-10-11
cake-and-rusk,Dawn Chocolate Cupcake Box (6 Pieces),6 Pcs Box,Rs. 140,2023-10-11
cake-and-rusk,Dawn Mango Cupcake Box (6 Pieces),1 unit,Rs. 135,2023-10-11
cake-and-rusk,Dawn Pineapple Cupcake Box (6 Pieces),6 Pcs Box,Rs. 120,2023-10-11
cake-and-rusk,Dawn Plain Cupcake Box (6 Pieces),6 unit,Rs. 140,2023-10-11
cake-and-rusk,Dawn Strawberry Cupcake Box (6 Pieces),6 Pcs Box,Rs. 140,2023-10-11
cakes,Dawn Cake Rusk 230g,230 gm,Rs. 190,2023-10-11
cakes,Dawn Cake Rusk 6 Pieces (80g),80 gm,Rs. 76,2023-10-11
cakes,Dawn Crispy Rusk Large 400g,400 gm,Rs. 219,2023-10-11
cakes,Dawn Crispy Rusk Small,1 unit,Rs. 133,2023-10-11
cakes,Bunny's Bran Rusk,1 unit,Rs. 145,2023-10-11
cakes,Bunny's Cake Rusk,1 unit,Rs. 255,2023-10-11
cakes,Bunny&Plain Rusk Pouch,1 unit,Rs. 105,2023-10-11
cakes,Bunnys Cake Rusk 80gm,80 gm,Rs. 85,2023-10-11
cakes,Bunnys Plain Rusk,1 unit,Rs. 130,2023-10-11
cakes,Bunnys plain Rusk Large,400 gm,Rs. 245,2023-10-11
cakes,Dawn Bran Rusk 190g,190 gm,Rs. 140,2023-10-11
cakes,Dawn Crispy Rusk Mini Pack,1 unit,Rs. 95,2023-10-11
cakes,Dawn Zeera Rusk 190g,190 gm,Rs. 120,2023-10-11
pastries,Dawn Baqarkhani Sugar Coated,22 gm,Rs. 25,2023-10-11
pastries,Dawn Puff Up French Heart 100g,100 gm,Rs. 95,2023-10-11
pastries,MAYFAIR PUFF PASTRY HEARTS RS.20 (1x6) BOX,1 unit,Rs. 267,2023-10-11
pastries,Bunnys Baqar Khani,1 unit,Rs. 90,2023-10-11
pastries,Dawn Baqar khaani 100gm,1 unit,Rs. 80,2023-10-11
jam,National Mix Fruit Jam Chunky with Fruit Chunks,385 gm,Rs. 499,2023-10-11
jam,Salman Mixed Fruit - Jam,450 gm,Rs. 350,2023-10-11
jam,Mitchells Diet Golden Mist Marmalade,300 gm,Rs. 350,2023-10-11
jam,Mitchells Golden Apple Jam,450 gm,Rs. 350,2023-10-11
jam,Mitchells Mango Jam,450 gm,Rs. 350,2023-10-11
jam,Mitchells Mixed Fruit Diet Jam,325 gm,Rs. 350,2023-10-11
jam,Mitchells Mixed Fruit Jam,450 gm,Rs. 350,2023-10-11
jam,Mitchells Strawberry - Jam,300 gm,Rs. 320,2023-10-11
jam,Mitchells Strawberry Diet Jam,300 gm,Rs. 350,2023-10-11
jam,National Apple Jam,440 gm,Rs. 325,2023-10-11
jam,National Apple Jam Chunky with Fruit Chunks,385 gm,Rs. 530,2023-10-11
jam,National Mixed Fruit Jam,200 gm,Rs. 200,2023-10-11
jam,National Mixed Fruit Jam,440 gm,Rs. 325,2023-10-11
jam,National Strawberry Jam,440 gm,Rs. 325,2023-10-11
jam,National Strawberry Jam Chunky with Fruit Chunks,385 gm,Rs. 625,2023-10-11
honey,MG Naturals- Wild Sidr Honey,1000 gm,Rs. 2625,2023-10-11
honey,Youngs Bee Hive Honey Bottle,250 gm,Rs. 504,2023-10-11
honey,Al-Shifa Natural Honey & Natural Honey Free ( 125 gm ),500 gm,Rs. 2014,2023-10-11
honey,Alshifa Natural Honey,500 gm,Rs. 1828,2023-10-11
honey,MG Naturals – Wild Sidr Honey,500 gm,Rs. 1500,2023-10-11
honey,Youngs Honey Natural Glass Jar,125 gm,Rs. 310,2023-10-11
honey,Youngs Honey Natural Glass Jar,250 gm,Rs. 550,2023-10-11
honey,Youngs Honey Natural Glass Jar,500 gm,Rs. 730,2023-10-11
honey,Alshifa Natural Honey,125 gm,Rs. 630,2023-10-11
spread,Young's Sandwich Filler Chilli Lime,275 gm,Rs. 666,2023-10-11
spread,Choc Knock Hazelnut Spread,350 gm,Rs. 1035,2023-10-11
spread,American Garden Peanut Butter Chunky,340 gm,Rs. 1765,2023-10-11
spread,American Garden Peanut Butter Creamy,340 gm,Rs. 1590,2023-10-11
spread,Naturella Hazelnut Spread With Cocoa,350 gm,Rs. 775,2023-10-11
spread,Natures Home Peanut Butter Chunky,340 gm,Rs. 740,2023-10-11
spread,Natures Home Peanut Butter Creamy,340 gm,Rs. 740,2023-10-11
spread,Natures Home Peanut Butter Creamy,510 gm,Rs. 1050,2023-10-11
spread,Gaala Biscuit Spread (100% Natural Dairy Product),200 gm,Rs. 540,2023-10-11
spread,Gaala Hazelnut Spread (100% Natural Dairy Product),200 gm,Rs. 540,2023-10-11
spread,Choco Bliss Hazelnut Chocolate Spread,350 gm,Rs. 780,2023-10-11
spread,"Young,s Chicken spread Fajita",200 ml,Rs. 320,2023-10-11
spread,"Young,s Chicken spread Fajita",500 ml,Rs. 700,2023-10-11
spread,Young's Sandwich Filler Chapli Kabab,275 gm,Rs. 740,2023-10-11
spread,Young's Sandwich Filler Chilli Lime,140 gm,Rs. 440,2023-10-11
spread,Young's Sandwich Filler Fajita,140 gm,Rs. 440,2023-10-11
spread,Young's Sandwich Filler Fajita,275 gm,Rs. 740,2023-10-11
spread,Young's Sandwich Filler Garlic,140 gm,Rs. 440,2023-10-11
spread,Young's Sandwich Filler Malai Boti,140 gm,Rs. 440,2023-10-11
spread,Youngs Bar-B-Que Chicken Spread Pouch,200ML,Rs. 320,2023-10-11
spread,Youngs Chicken Spread,1 Litre,Rs. 1220,2023-10-11
spread,Youngs Chicken Spread,200 ml,Rs. 295,2023-10-11
spread,Youngs Chicken Spread,500 ml,Rs. 685,2023-10-11
spread,Youngs Chicken Spread Bar-B-Que,500 ml,Rs. 710,2023-10-11
spread,Youngs Choco Bliss Milk Chocolate Spread,350 gm,Rs. 730,2023-10-11
spread,Youngs Chocolate Spread,360 gm,Rs. 540,2023-10-11
spread,Youngs Chocolaty Spread,170 gm,Rs. 310,2023-10-11
spread,Youngs Maska Breakfast Spread With Real Butter Pouch,100 gm,Rs. 170,2023-10-11
spread,Youngs Sandwich Spread,200 ml,Rs. 235,2023-10-11
spread,Youngs Sandwich Spread Pouch,500 ml,Rs. 505,2023-10-11
syrup,American Garden Pancake Syrup Original,710 ml,Rs. 1848,2023-10-11
syrup,Hersheys Caramel Syrup,623 gm,Rs. 1565,2023-10-11
syrup,Salmans Strawberry Topping,623 gm,Rs. 620,2023-10-11
syrup,American Garden Pancake Syrup Original,355 ml,Rs. 1250,2023-10-11
breakfast-mixes,Bakea Pancake Mix Original,450 gm,Rs. 450,2023-10-11
raw-milk,Gaala Milk Raw (Bachat Pack),2 ltr,Rs. 379,2023-10-11
raw-milk,Gaala raw milk,1 ltr,Rs. 195,2023-10-11
raw-milk,Adams Milk Pasteurized,1 ltr,Rs. 199,2023-10-11
raw-milk,Prema Milk,1 ltr,Rs. 299,2023-10-11
milk,Nurpur Full Cream Milk Carton (1x12),1 ltr,Rs. 3143,2023-10-11
milk,Nurpur Full Cream Milk Carton (1x8),1500 ml,Rs. 2949,2023-10-11
milk,Olpers Full Cream Milk,1 ltr,Rs. 265,2023-10-11
milk,Olpers Full Cream Milk Carton (1x12),1 ltr,Rs. 3143,2023-10-11
milk,Olpers Full Cream Milk Carton (1x27),250 ml,Rs. 1834,2023-10-11
milk,Olpers Full Cream Milk Carton (1x8),1500 ml,Rs. 2960,2023-10-11
milk,Nesvita Milk Move+,200 ml,Rs. 72,2023-10-11
milk,Tarang Liquid Tea Whitener Milk,220 ml,Rs. 54,2023-10-11
milk,Tarang Tea Whitener Carton (1x24),175 ml,Rs. 1078,2023-10-11
milk,Dairy Omung Low Fat Milk,1 ltr,Rs. 195,2023-10-11
milk,Dairy Omung Low Fat Milk Carton (1x12),1 ltr,Rs. 2340,2023-10-11
milk,Dairy Omung Milk,225 ml,Rs. 50,2023-10-11
milk,Dairy Omung Milk Tetra Pack (1x27),225 ml,Rs. 1350,2023-10-11
milk,Nurpur Full Cream Milk,1 ltr,Rs. 270,2023-10-11
milk,Nurpur Full Cream Milk,1500 ml,Rs. 380,2023-10-11
milk,Nurpur Full Cream Milk Pouch,250 ml,Rs. 68,2023-10-11
milk,Nurpur Full Cream Milk Pouch Carton (1x24),250 ml,Rs. 1620,2023-10-11
milk,Olpers Full Cream Milk,1500 ml,Rs. 374,2023-10-11
milk,Olpers Full Cream Milk,250 ml,Rs. 70,2023-10-11
milk,Olpers Full Cream Milk Pouch,250 ml,Rs. 70,2023-10-11
milk,Olpers Full Cream Milk Pouch Carton (1x28),250 ml,Rs. 1970,2023-10-11
milk,Olpers Pro CAL Low Fat Milk Carton (1x12),1 ltr,Rs. 3360,2023-10-11
milk,Olpers Procal+ Low Fat Milk,1 ltr,Rs. 280,2023-10-11
milk,Nestle Milk Pak Full Cream,1 ltr,Rs. 280,2023-10-11
milk,Nestle Milk Pak Full Cream Milk,250 ml,Rs. 73,2023-10-11
milk,Nestle Milk Pak Full Cream Milk Carton (1x12),1 ltr,Rs. 3348,2023-10-11
milk,Nestle Milk Pak Full Cream Milk Carton (1x27),250 ml,Rs. 1960,2023-10-11
milk,Nestle Nesvita Move Plus,1 ltr,Rs. 300,2023-10-11
powdered-milk,Nestle Everyday Original,350 gm,Rs. 715,2023-10-11
powdered-milk,Nestle Everyday Original Powder Tea Whitener,850 gm,Rs. 1685,2023-10-11
cream-and-butter,Adams Salted Butter,100 gm,Rs. 230,2023-10-11
cream-and-butter,Nestle Milk Pak Dairy Salted Butter,200 gm,Rs. 442,2023-10-11
cream-and-butter,Nurpur Salted Butter,100 gm,Rs. 240,2023-10-11
cream-and-butter,Nurpur Salted Butter,200 gm,Rs. 440,2023-10-11
cream-and-butter,Nurpur Unsalted Butter,200 gm,Rs. 460,2023-10-11
cream-and-butter,Blue Band Khaas White Unsalted 100gm,100 gm,Rs. 160,2023-10-11
cream-and-butter,Blue Band Khaas White Unsalted 200mg,200 gm,Rs. 300,2023-10-11
cream-and-butter,Blue Band Margarine,180 gm,Rs. 270,2023-10-11
cream-and-butter,Blue Band Margarine Spread,235 gm,Rs. 390,2023-10-11
cream-and-butter,Blue Band Margarine Spread,475 gm,Rs. 720,2023-10-11
cream-and-butter,Blue Band Margarine Spread,50 gm,Rs. 80,2023-10-11
cream-and-butter,Blue Band Margarine Spread,90 gm,Rs. 135,2023-10-11
cream-and-butter,Blue Band Margarine Spread 25gm,25 gm,Rs. 38,2023-10-11
cream-and-butter,Gaala Salted Butter (100% Natural Dairy Product),200 gm,Rs. 390,2023-10-11
cream-and-butter,Gaala Unsalted Butter (100% Natural Dairy Product),200 gm,Rs. 390,2023-10-11
cream-and-butter,Lurpak Salted Butter,200 gm,Rs. 998,2023-10-11
cream-and-butter,MILK PAK Salted Dairy Butter,100 gm,Rs. 249,2023-10-11
cream-and-butter,MILKPAK Unsalted Dairy Butter,200 gm,Rs. 457,2023-10-11
cream-and-butter,Adams Butter,50 gm,Rs. 140,2023-10-11
cream-and-butter,Adams Salted Butter,200 gm,Rs. 448,2023-10-11
cream-and-butter,Prema Butter,190 gm,Rs. 415,2023-10-11
cream,Olpers Dairy Cream,200 ml,Rs. 198,2023-10-11
cream,Milk Pak Dairy Cream,200 ml,Rs. 220,2023-10-11
cream,Nurpur Dairy Cream,200 ml,Rs. 200,2023-10-11
cheese,President Mozzarella Cheese Slices,200 gm,Rs. 675,2023-10-11
cheese,Gaala Cottage cheese (100% Natural Dairy Product),200 gm,Rs. 450,2023-10-11
cheese,Happy Cow Yellow Cheddar Slice Cheese,400 gm,Rs. 1896,2023-10-11
cheese,Adams Buffalo Mozzarella Cheese,200 gm,Rs. 595,2023-10-11
cheese,Adams Mozarella Cheese,200 gm,Rs. 595,2023-10-11
cheese,Adams Sandwich Cheese,10 Slices,Rs. 565,2023-10-11
cheese,Adams Single Mozzarella Cheese (slices),200 gm,Rs. 576,2023-10-11
cheese,Adams Toast Cheese,10 Slices,Rs. 542,2023-10-11
cheese,Prema Cream Cheese,200 gm,Rs. 560,2023-10-11
cheese,Gaala Cream cheese (100% Natural Dairy Product),200 gm,Rs. 498,2023-10-11
cheese,Gaala Feta cheese (100% Natural Dairy Product),200 gm,Rs. 520,2023-10-11
cheese,Gaala Mozzarella Shredded (100% Natural Dairy Product),200 gm,Rs. 500,2023-10-11
cheese,Adams Buffalo Mozzarella Cheese,400 gm,Rs. 1155,2023-10-11
cheese,Adams Cheddar Cheese,200 gm,Rs. 550,2023-10-11
cheese,Adams Cheddar Cheese,400 gm,Rs. 1055,2023-10-11
cheese,Adams Cottage Cheese,200 gm,Rs. 500,2023-10-11
cheese,Adams Diet Extra Light Cheese Slice,200gm,Rs. 600,2023-10-11
cheese,Adams Mozzarella Cheese,400 gm,Rs. 1155,2023-10-11
cheese,Adams Pizza Cheese,200 gm,Rs. 620,2023-10-11
cheese,Adams Pizza Cheese,400 gm,Rs. 1210,2023-10-11
cheese,Adams Singles Cheddar Cheese Slices,200 gm,Rs. 540,2023-10-11
yogurt-and-lassi,Nestle Original Yogurt Sweet & Tasty,400 gm,Rs. 228,2023-10-11
yogurt-and-lassi,Nestle Sweet Yogurt,200 gm,Rs. 152,2023-10-11
yogurt-and-lassi,Yogurt Smooth Nestle,450 gm,Rs. 194,2023-10-11
yogurt-and-lassi,Prema Yogurt Pouch,500 gm,Rs. 181,2023-10-11
yogurt-and-lassi,Gaala Greek Yogurt (100% Natural Dairy Product),200 gm,Rs. 300,2023-10-11
yogurt-and-lassi,Amsons Yogurt,1 kg,Rs. 340,2023-10-11
yogurt-and-lassi,Amsons Yogurt,500 gm,Rs. 180,2023-10-11
yogurt-and-lassi,Nestle Podina Raita,250 gm,Rs. 155,2023-10-11
yogurt-and-lassi,Nestle Zeera Raita,220 gm,Rs. 155,2023-10-11
yogurt-and-lassi,Prema Chunky Blueberry Fruit Yogurt,90 gm,Rs. 90,2023-10-11
yogurt-and-lassi,Prema Chunky Strawberry Fruit Yogurt,90 gm,Rs. 93,2023-10-11
yogurt-and-lassi,Prema Strawberry Yogurt,80 gm,Rs. 90,2023-10-11
yogurt-and-lassi,Prema Sweet & Creamy Yogurt,400 gm,Rs. 220,2023-10-11
flavoured-milk,Nurpur Flavoured Milk Badaam & Zafran,180 ml,Rs. 72,2023-10-11
flavoured-milk,OOLALA Badam Zafran Milk,200 ml,Rs. 65,2023-10-11
flavoured-milk,Olpers Badam Zafran Flavored Milk,180 ml,Rs. 79,2023-10-11
flavoured-milk,Olpers Chocolate Flavored Milk,180 ml,Rs. 79,2023-10-11
flavoured-milk,Olpers Strawberry Flavoured Milk,180 ml,Rs. 75,2023-10-11
other-milk,Fruitamins Sweetend Condenced Milk,1000 ml,Rs. 507,2023-10-11
other-milk,Millac Sweetened Condensed Milk Tin,397 gm,Rs. 350,2023-10-11
oil-and-ghee,Kausar Cooking Oil 1 Litre Pouch,1 ltr,Rs. 499,2023-10-11
oil-and-ghee,Mezan Canola Oil 1 Litre Pouch,1 ltr,Rs. 513,2023-10-11
oil-and-ghee,Mezan Canola Oil 5 Litre Bottle,5 ltr,Rs. 2708,2023-10-11
oil-and-ghee,Mezan Canola Oil Carton (1KG x5),5 ltr,Rs. 2565,2023-10-11
oil-and-ghee,Mundial Extra Virgin Olive Oil 1 Litre Tin,1 ltr,Rs. 2936,2023-10-11
oil-and-ghee,Mundial Olive Pomace Oil 1 Litre Bottle,1000 ml,Rs. 2254,2023-10-11
oil-and-ghee,Mundial Olive Pomace Oil 1 Litre Tin,1 ltr,Rs. 2328,2023-10-11
oil-and-ghee,Mundial Olive Pomace Oil 150ml Tin,125 ml,Rs. 471,2023-10-11
oil-and-ghee,Mundial Olive Pomace Oil 400ml Tin,400 ml,Rs. 1188,2023-10-11
oil-and-ghee,Mundial Olive Pomace Oil 500ml Bottle,500 ml,Rs. 1216,2023-10-11
oil-and-ghee,Rafhan Corn Oil 3 Litre Tin,3 ltr,Rs. 3537,2023-10-11
oil-and-ghee,Rafhan Corn Oil 5 Litre Tin,5 ltr,Rs. 6009,2023-10-11
oil-and-ghee,Mundial Almond Oil,250 ml,Rs. 873,2023-10-11
oil-and-ghee,Dalda Sunflower Oil Bottle,4.5 ltr,Rs. 2943,2023-10-11
oil-and-ghee,Alba Extra Virgin Olive OIL,1 Litre,Rs. 3485,2023-10-11
oil-and-ghee,Alba Pomace Olive Oil,1 Litre,Rs. 2511,2023-10-11
oil-and-ghee,Habib Banaspati Ghee 1Kg,1 kg,Rs. 537,2023-10-11
oil-and-ghee,Habib Vtf Banaspati Carton (1KG x5),1 unit,Rs. 2681,2023-10-11
oil-and-ghee,Sasso Extra Virgin Olive Oil,500 ml,Rs. 2916,2023-10-11
oil-and-ghee,Sasso Olive Oil 1 Litre Tin,1000 ml,Rs. 4140,2023-10-11
oil-and-ghee,Sasso Olive Oil 250ml Bottle,250 ml,Rs. 1278,2023-10-11
oil-and-ghee,Seasons Corn Oil,3 Litre,Rs. 1981,2023-10-11
oil-and-ghee,Seasons Canola Oil Carton (1KG x5),1 unit,Rs. 2974,2023-10-11
oil-and-ghee,Seasons Canola Oil Pouch,1 ltr,Rs. 594,2023-10-11
oil-and-ghee,Habib Cooking Oil Carton (1KG x5),1 unit,Rs. 2887,2023-10-11
oil-and-ghee,Habib Pure Cooking Oil 1 Litre,1 Ltr,Rs. 578,2023-10-11
oil-and-ghee,Dalda Extra Virgin Olive Oil 500ml,500 ml,Rs. 1891,2023-10-11
oil-and-ghee,Dalda Planta Cooking Oil Pouch,1 ltr,Rs. 599,2023-10-11
oil-and-ghee,Canolive Canola Oil 3 Litre Bottle,3 ltr,Rs. 2025,2023-10-11
oil-and-ghee,Organic 100% Natural Coconut Oil,500 ml,Rs. 1076,2023-10-11
spices-salt-and-sugar,Jaifal - جائفل,50 gm,Rs. 136,2023-10-11
spices-salt-and-sugar,Jalwatri - جاوتری,50 gm,Rs. 446,2023-10-11
spices-salt-and-sugar,National Murghi نیشنل مرغ مصالحہ,50 gm,Rs. 102,2023-10-11
